patent_title,IPC_1,IPC_2,IPC_3,IPC_4,inventor_countries,coords
Semiconductor substrate and method for the preparation of the same,H01L,,,,"[""JP""]","[[""35.5305"", ""139.703""], [""35.5305"", ""139.703""]]"
Encapsulated hybrid circuit assembly,H01L,,,,"[""US""]","[[""33.4151"", ""-111.831""]]"
Overvoltage protection means for protecting low power semiconductor components,H02H,,,,"[""SE""]","[[""59.3629"", ""17.9681""]]"
Input protection device for insulated gate field effect transistor,H02H,,,,"[""US""]","[[""40.3493"", ""-74.6593""]]"
Method of making a transistor array,H01L,,,,"[""US""]","[[""44.4571"", ""-72.0157""], [""44.467"", ""-73.171""], [""44.467"", ""-73.171""], [""44.467"", ""-73.171""]]"
Method of fabricating high density refractory metal gate MOS integrated circuits utilizing the gate as a selective diffusion and oxidation mask,H01L,,,,"[""US""]","[[""40.8559"", ""-73.2007""]]"
CMOS process,H01L,,,,"[""US""]","[[""45.4872"", ""-122.804""], [""45.5202"", ""-122.674""], [""45.5202"", ""-122.674""]]"
Individual lead pull test for beam leaded devices,G01N,,,,"[""US""]","[[""30.3935"", ""-86.4958""], [""34.7298"", ""-86.5859""]]"
Method and apparatus for non-destructive testing of beam-lead integrated circuit connections,G01N,,,,"[""US""]","[[""34.6929"", ""-86.7511""]]"
Liquid crystal display with a substrate carrying display electrodes and integrated circuit chip connected thereto,G02F,,,,"[""JP""]","[[""34.5094"", ""135.793""]]"
Dielectric isolation using shallow oxide and polycrystalline silicon utilizing selective oxidation,H01L,,,,"[""US""]","[[""42.2626"", ""-71.8019""], [""42.4473"", ""-71.2245""]]"
Method of fabricating lateral PNP transistors utilizing selective diffusion and counter doping,H01L,,,,"[""US""]","[[""28.0915"", ""-80.5662""]]"
Process for cementing semiconductor discs onto a carrier plate,B32B,,,,"[""DE""]","[[""48.169"", ""12.8305""], [""48.169"", ""12.8305""], [""48.169"", ""12.8305""]]"
Reactive ion etching,H01L,B44C,C23F,,"[""US""]","[[""41.3948"", ""-73.454""]]"
Method for maskless chemical and electrochemical machining,B23P,C25F,,,"[""US""]","[[""41.2709"", ""-73.7776""], [""41.1457"", ""-73.8237""], [""40.7127"", ""-74.006""]]"
Method of manufacturing a semiconductor device by forming a tungsten silicide or molybdenum silicide electrode,H01L,,,,"[""JP""]","[[""35.2731"", ""139.665""], [""35.5305"", ""139.703""], [""35.5305"", ""139.703""]]"
Prefabricated composite metallic heat-transmitting plate unit,B21D,B32B,,,"[""US""]","[[""40.9279"", ""-73.7518""]]"
Process for forming semiconductor devices using electron-sensitive resist patterns with controlled line profiles,H01L,,,,"[""US""]","[[""41.3723"", ""-73.7335""]]"
Conductor crossovers for integrated RC-circuits,C25D,H05K,,,"[""DE""]","[[""50.0834"", ""9.06658""], [""48.1371"", ""11.5754""]]"
"High-intensity, solid-state solar cell",H01L,,,,"[""US""]","[[""42.4473"", ""-71.2245""], [""42.337"", ""-71.2092""]]"
Method for production of solar cells and solar cells produced thereby,H01L,,,,"[""DE""]","[[""48.66"", ""9.11946""], [""48.7785"", ""9.18001""], [""48.5956"", ""8.86715""], [""47.8804"", ""10.6222""]]"
Photovoltaic cell,H01L,,,,"[""US""]","[[""39.8467"", ""-75.7117""]]"
Feedback biasing circuit arrangement for transistor amplifier,H03K,,,,"[""GB""]","[[""51.6414"", ""-1.85794""]]"
Hall sensing apparatus,G01R,H03K,,,"[""US""]","[[""34.0923"", ""-118.369""]]"
Method and circuit arrangement for the operation of recursive filter circuits or analog storage circuits constructed according to the charge coupled device (CCD) principle,H03H,G11C,,,"[""DE""]","[[""48.1371"", ""11.5754""]]"
Contactless conductance potentiometer,H01L,,,,"[""DE""]","[[""50.1394"", ""8.15057""], [""50.082"", ""8.24166""]]"
Semiconductor integrated circuit device including element for monitoring characteristics of the device,H01L,,,,"[""JP""]","[[""35.6828"", ""139.759""]]"
Process for the manufacture of millimeter wave sources of the module type,H01L,,,,"[""FR""]","[[""48.8535"", ""2.34839""]]"
Solid-state imaging apparatus with fixed pattern noise reduction,H04N,,,,"[""JP""]","[[""35.7252"", ""139.477""], [""35.6828"", ""139.759""], [""35.6382"", ""139.508""], [""35.7097"", ""139.454""], [""35.4727"", ""139.461""], [""35.7587"", ""139.224""]]"
Cooling system for multiwafer high density circuit,H05K,,,,"[""US""]","[[""34.1447"", ""-118.644""]]"
Modulator multilayer detector,H05K,,,,"[""US""]","[[""34.1706"", ""-118.838""]]"
Semiconductor device and method of manufacturing same,H01L,,,,"[""NL""]","[[""51.4393"", ""5.47863""]]"
Method of making plastic encapsulated semiconductor devices,H01L,,,,"[""JP""]","[[""34.7862"", ""135.408""], [""34.7862"", ""135.408""], [""34.7862"", ""135.408""], [""34.7862"", ""135.408""], [""34.7862"", ""135.408""], [""34.7862"", ""135.408""], [""34.7862"", ""135.408""]]"
Method of bonding semiconductor devices to carrier tapes,H01L,,,,"[""US""]","[[""40.6022"", ""-75.4713""]]"
Bonding head,B30B,,,,"[""US""]","[[""40.6872"", ""-75.4897""], [""40.6872"", ""-75.4897""]]"
Method for making semiconductor material,B01J,,,,"[""US""]","[[""37.4443"", ""-122.16""], [""37.3894"", ""-122.083""]]"
Method of fabricating a metallic hermetic sealing cover for a container,C25D,,,,"[""US""]","[[""40.9279"", ""-73.7518""]]"
Insulation layer reflow,B05D,,,,"[""US""]","[[""40.6022"", ""-75.4713""], [""40.3334"", ""-74.6004""]]"
Electro-optic devices,G02B,,,,"[""CA""]","[[""45.4211"", ""-75.6901""], [""45.4211"", ""-75.6901""], [""45.4279"", ""-75.7111""], [""49.1632"", ""-123.137""], [""45.4211"", ""-75.6901""]]"
Optical potentiometer,G01J,,,,"[""US""]","[[""44.9861"", ""-93.3785""]]"
High voltage stable optical coupler,G02B,,,,"[""DE""]","[[""49.0518"", ""11.7824""], [""48.077"", ""11.6615""]]"
Charge transfer filter,G11C,H01L,H03H,,"[""US""]","[[""42.8142"", ""-73.9396""], [""42.8142"", ""-73.9396""]]"
Charge domain filter with single transmission zero,G11C,H01L,H03H,,"[""US""]","[[""42.8142"", ""-73.9396""]]"
Charge domain filter with a plurality of transmission zeros,G11C,H01L,H03H,,"[""US""]","[[""42.8142"", ""-73.9396""]]"
"Mobile alternator-rectifier combination construction, particularly for automotive vehicles",H02K,,,,"[""DE""]","[[""48.7785"", ""9.18001""], [""48.9606"", ""9.01558""], [""48.7785"", ""9.18001""], [""48.9467"", ""9.43052""], [""48.7785"", ""9.18001""], [""48.7984"", ""9.06244""], [""48.9503"", ""9.13833""]]"
Static induction transistor and its applied devices,H01L,,,,"[""JP""]","[[""38.2678"", ""140.869""]]"
Junction type field effect transistor with source at oxide-gate interface depth to maximize .mu.,H01L,,,,"[""JP""]","[[""33.883"", ""130.875""], [""35.5305"", ""139.703""], [""35.6828"", ""139.759""], [""35.6828"", ""139.759""]]"
Semiconductor device,H01L,,,,"[""JP""]","[[""35.6828"", ""139.759""]]"
Buried channel charge coupled device with semi-insulating substrate,H01L,G11C,,,"[""US""]","[[""34.1706"", ""-118.838""], [""34.1706"", ""-118.838""], [""34.1706"", ""-118.838""], [""34.1706"", ""-118.838""]]"
Monolithic distributed resistor-capacitor device and circuit utilizing polycrystalline semiconductor material,H01L,,,,"[""US""]","[[""37.4443"", ""-122.16""], [""37.3791"", ""-122.117""]]"
Integrated circuit package,H01L,H01R,,,"[""GB""]","[[""53.5416"", ""-2.11478""]]"
Lower cost semiconductor package with good thermal properties,H01L,,,,"[""US""]","[[""33.4255"", ""-111.94""]]"
Color solid-state imager and method of making the same,H04N,,,,"[""JP""]","[[""35.7252"", ""139.477""], [""35.6828"", ""139.759""], [""35.8616"", ""139.646""], [""35.6828"", ""139.759""], [""35.6828"", ""139.759""], [""35.6828"", ""139.759""], [""35.8616"", ""139.646""]]"
Method of manufacturing high voltage MIS type semiconductor device,H01L,,,,"[""JP""]","[[""35.7252"", ""139.477""]]"
Method of manufacturing a device in a silicon wafer,H01L,,,,"[""US""]","[[""42.1106"", ""-88.0337""]]"
Superconductor covered with reinforced aluminum matrix and method for manufacture thereof,H01V,G01R,,,"[""JP""]","[[""35.9251"", ""139.486""], [""36.3273"", ""138.426""], [""38.4836"", ""140.381""]]"
CCD Driven integrated optical modulator array,G02B,,,,"[""US""]","[[""33.8348"", ""-117.912""], [""33.7495"", ""-117.873""]]"
Optical cable connector for connecting an optical fiber with a photodiode,G02B,,,,"[""US""]","[[""42.6106"", ""-71.2342""], [""42.4793"", ""-71.1523""]]"
Electrostatic bonding using externally applied pressure,C03B,C03C,,,"[""US""]","[[""42.4473"", ""-71.2245""]]"
Wrapped tantalum diffusion barrier,C21D,H01L,,,"[""US""]","[[""43.0748"", ""-89.3838""], [""40.6984"", ""-74.4015""]]"
Process for selectively forming refractory metal silicide layers on semiconductor devices,H01L,,,,"[""US""]","[[""41.5049"", ""-73.9697""], [""44.3783"", ""-73.2276""]]"
Plasma etching of amorphous silicon (SE-35),H01L,,,,"[""US""]","[[""40.6834"", ""-74.4426""]]"
Reactive ion etching of III-V semiconductor compounds,H01L,,,,"[""US""]","[[""40.3451"", ""-74.184""]]"
Metal support for an electronic component interconnection network and process for manufacturing this support,C25D,,,,"[""FR""]","[[""48.7322"", ""-3.4588""], [""48.7322"", ""-3.4588""], [""48.7322"", ""-3.4588""]]"
Photoconductive structures,G03G,,,,"[""GB""]","[[""51.2374"", ""-0.205949""]]"
Integrated injection logic circuits,H01L,H03K,,,"[""NL""]","[[""51.4393"", ""5.47863""], [""51.4393"", ""5.47863""]]"
Semiconductor device,H01G,,,,"[""US""]","[[""41.2709"", ""-73.7776""]]"
Dual Schottky contact avalanche semiconductor structure with electrode spacing equal to EPI layer thickness,H01L,,,,"[""FR""]","[[""48.8535"", ""2.34839""]]"
Planar indium antimonide diode array and method of manufacture,H01L,,,,"[""US""]","[[""38.8051"", ""-77.047""]]"
Hybrid mosaic IR/CCD focal plane,H01L,,,,"[""US""]","[[""42.5793"", ""-71.4378""], [""42.5998"", ""-71.3673""]]"
Multilayer semiconductor switching devices,H01L,,,,"[""US""]","[[""32.7763"", ""-96.7969""]]"
Semiconductor integrated circuit device,H01L,,,,"[""JP""]","[[""36.5991"", ""140.65""]]"
Large scale integrated circuit production,H01L,,,,"[""GB""]","[[""53.3936"", ""-2.21221""]]"
Apparatus for vapor depositing a stoichiometric compound,C23C,,,,"[""JP""]","[[""35.4285"", ""140.288""], [""34.9244"", ""135.68""], [""35.4285"", ""140.288""]]"
Solid state circuit,G02F,,,,"[""DE""]","[[""48.3974"", ""9.99343""]]"
Apparatus for making carrier tape,G03D,H05K,,,"[""US""]","[[""40.6022"", ""-75.4713""], [""40.6022"", ""-75.4713""]]"
Flash resistant epoxy encapsulating composition and process for preparing same,C08L,,,,"[""US""]","[[""41.5907"", ""-83.8932""], [""41.6529"", ""-83.5378""], [""41.5571"", ""-83.6279""], [""41.6529"", ""-83.5378""]]"
Process for producing cover coated electronic circuits,B05D,,,,"[""US""]","[[""40.672"", ""-74.4949""], [""40.044"", ""-75.3879""]]"
Cadmium sulfide photovoltaic cell of improved efficiency,H01L,,,,"[""US""]","[[""33.8753"", ""-117.566""]]"
Field effect transistor current source,H03K,,,,"[""US""]","[[""33.4484"", ""-112.074""], [""33.4255"", ""-111.94""]]"
Correlated double sampling CCD video preprocessor-amplifier,G11C,,,,"[""US""]","[[""32.2229"", ""-110.975""]]"
Crystal holder for different sizes of crystal,H01L,,,,"[""US""]","[[""41.8878"", ""-87.7888""], [""41.9103"", ""-88.0717""]]"
GaInAsP/InP Double-heterostructure lasers,H01S,,,,"[""US""]","[[""42.5048"", ""-71.1956""]]"
Pressure sensor,H01L,,,,"[""JP""]","[[""35.445"", ""139.637""], [""35.445"", ""139.637""], [""35.7097"", ""139.454""], [""35.2731"", ""139.665""]]"
Insulated gate field effect transistor,H01L,,,,"[""JP""]","[[""35.6828"", ""139.759""]]"
Opto-electronic devices based on bulk crystals of complex semiconductors,H01L,,,,"[""US""]","[[""40.5463"", ""-74.466""], [""41.5356"", ""-73.8987""]]"
Semiconductor memory device,G11C,,,,"[""JP""]","[[""35.445"", ""139.637""]]"
High density transistor arrays,G11C,,,,"[""US""]","[[""42.7284"", ""-73.6918""], [""44.467"", ""-73.171""]]"
Method for writing on archival target and target produced thereby,G11C,,,,"[""US""]","[[""42.8265"", ""-73.9643""]]"
Memory cell with non-volatile memory elements,G11C,,,,"[""JP""]","[[""35.445"", ""139.637""]]"
Methods of manufacturing semiconductor devices,H01L,,,,"[""GB""]","[[""51.2374"", ""-0.205949""]]"
Method for making an improved polysilicon conductor structure utilizing reactive-ion etching and thermal oxidation,H01L,,,,"[""DE""]","[[""48.6227"", ""8.74844""]]"
Apparatus for the manufacture of epitaxial Ga.sub.1-x Al.sub.x As:Si film,B05C,,,,"[""DE""]","[[""49.5978"", ""11.0038""], [""49.6539"", ""12.0435""]]"
Method of making FET containing stacked gates,B01J,H01L,,,"[""US""]","[[""41.2709"", ""-73.7776""], [""41.2709"", ""-73.7776""], [""41.2084"", ""-73.8902""]]"
"Method of making non-volatile semiconductor memory elements having multiple dielectric layers of silicon nitride, silicon dioxide, and rutile titanium dioxide",H01L,,,,"[""US""]","[[""33.0137"", ""-96.6925""], [""32.9126"", ""-96.6389""]]"
Method of tuning apparatus by low power laser beam removal,H01P,,,,"[""US""]","[[""43.4712"", ""-71.5301""], [""26.1667"", ""-80.2788""]]"
Image pickup device having electrode matrix coupling,H01L,,,,"[""JP""]","[[""35.42"", ""139.39""], [""35.42"", ""139.39""]]"
Noise immunity in input buffer circuit for semiconductor memory,H03K,,,,"[""US""]","[[""29.6197"", ""-95.6349""], [""29.7589"", ""-95.3677""], [""29.6197"", ""-95.6349""]]"
Differentially modulated avalanche area magnetically sensitive transistor,H01L,,,,"[""US""]","[[""35.7883"", ""-78.7812""]]"
Alternator-rectifier construction where sheet metal diode support plates support a bearing,H02K,,,,"[""DE""]","[[""48.7785"", ""9.18001""], [""48.9606"", ""9.01558""], [""48.7785"", ""9.18001""], [""48.9467"", ""9.43052""], [""48.7785"", ""9.18001""], [""48.7984"", ""9.06244""], [""48.9503"", ""9.13833""]]"
Electric vehicle control apparatus,B60L,,,,"[""JP""]","[[""34.9478"", ""137.076""], [""35.152"", ""137.301""], [""35.2746"", ""136.871""]]"
Semiconductor laser device,H01S,,,,"[""JP""]","[[""35.7097"", ""139.454""], [""33.8395"", ""132.765""], [""35.6602"", ""139.283""], [""35.6602"", ""139.283""], [""35.6602"", ""139.283""], [""35.6828"", ""139.759""]]"
Frequency selector apparatus,H03H,H03F,,,"[""JP""]","[[""35.8616"", ""139.646""], [""38.2678"", ""140.869""]]"
Device and method of manufacturing a relative humidity sensor and temperature sensor,H01L,,,,"[""US""]","[[""35.0841"", ""-106.651""], [""35.0841"", ""-106.651""]]"
Passivated thin-film hybrid circuits,B05D,,,,"[""US""]","[[""45.5202"", ""-122.674""]]"
Junction field effect transistor,H01L,,,,"[""JP""]","[[""35.6432"", ""139.74""], [""35.6432"", ""139.74""], [""35.6432"", ""139.74""], [""35.6432"", ""139.74""]]"
Monolithic HVMOSFET active switch array,H01L,,,,"[""US""]","[[""33.8715"", ""-117.862""]]"
HVMOSFET Driver with single-poly gate structure,H01L,,,,"[""US""]","[[""33.8715"", ""-117.862""]]"
High voltage MOSFET with doped ring structure,H01L,,,,"[""US""]","[[""33.8715"", ""-117.862""]]"
Complementary metal-oxide semiconductor,H01L,,,,"[""JP""]","[[""35.445"", ""139.637""], [""35.5305"", ""139.703""], [""35.5305"", ""139.703""]]"
"Integrated logic gate with NPN inverter, PNP clamp, coupling, Shottky diodes and diffused crossunder",H01L,H03K,,,"[""FR""]","[[""48.8535"", ""2.34839""]]"
High voltage MOSFET with overlapping electrode structure,H01L,,,,"[""US""]","[[""33.8715"", ""-117.862""]]"
Darlington circuit having an improved diode drain,H01L,,,,"[""NL""]","[[""51.4393"", ""5.47863""], [""51.8475"", ""5.86378""]]"
Circuit structures including integrated circuits,H01L,H05K,,,"[""GB""]","[[""53.3936"", ""-2.21221""]]"
Protective circuit on insulating substrate for protecting MOS integrated circuit,H02H,,,,"[""JP""]","[[""35.445"", ""139.637""]]"
Solid state device mounting and heat dissipating assembly,H05K,,,,"[""US""]","[[""42.7656"", ""-71.4677""], [""42.4605"", ""-71.3489""], [""42.5751"", ""-71.0787""]]"
Double cavity semiconductor chip carrier,H05K,H01L,,,"[""US""]","[[""40.6418"", ""-74.836""]]"
Programmable semiconductor memory cell,G11C,,,,"[""DE""]","[[""53.7879"", ""9.42382""]]"
Serial-parallel-serial CCD memory system with fan out and fan in circuits,G11C,,,,"[""US""]","[[""44.536"", ""-73.2058""], [""44.467"", ""-73.171""], [""44.467"", ""-73.171""]]"
Method of producing a nucleate boiling surface on a heat transfer member,B23P,,,,"[""US""]","[[""34.606"", ""-86.9838""]]"
Method of manufacturing a semiconductor device,H01L,,,,"[""US""]","[[""42.1106"", ""-88.0337""]]"
Method for qualifying biased integrated circuits on a wafer level,H01L,,,,"[""US""]","[[""28.0915"", ""-80.5662""]]"
Method of constructing and processing a diode capacitor assembly,H01L,,,,"[""US""]","[[""32.9126"", ""-96.6389""], [""28.5421"", ""-81.379""], [""32.7666"", ""-96.5995""]]"
Method and apparatus for monitoring etching,H01L,C23F,,,"[""JP"", ""US""]","[[""35.7097"", ""139.454""], [""35.6372"", ""139.443""], [""47.4235"", ""-120.31""], [""35.6828"", ""139.759""]]"
Phosphorus-nitrogen-oxygen composition and method for making such composition and applications of the same,H01B,,,,"[""US""]","[[""41.584"", ""-73.8087""]]"
Method of forming closely spaced device regions utilizing selective etching and diffusion,H01L,,,,"[""US""]","[[""42.5048"", ""-71.1956""]]"
Process for patterning metal connections on a semiconductor structure by using an aluminum oxide etch resistant layer,H01L,C23F,,,"[""US""]","[[""37.3362"", ""-121.891""], [""37.3362"", ""-121.891""]]"
